Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Matt Peart,OL,Connecticut,79,318,5.06,30,26,113,8.01,4.92,99,3
Alex Pechin,P,Bucknell,73,213,4.69,34,13,,,,0,-1
John Penisini,DL,Utah,73,318,,25.5,23,,,4.93,197,-1
Donovan Peoples-Jones,WR,Michigan,74,212,4.48,44.5,,139,,,187,3
La'Mical Perine,RB,Florida,71,216,4.62,35,22,118,7.13,4.31,120,3
Malcolm Perry,WR,Navy,69,186,4.63,36,10,122,7.12,4.31,246,2
Jacob Phillips,LB,LSU,75,229,4.66,39,,126,7.38,4.33,97,-1
Scottie Phillips,RB,Mississippi,68,209,4.56,30,29,114,7.4,4.53,0,2
Tyre Phillips,OL,Mississippi State,77,331,5.37,25,22,93,8.17,5.11,106,3
James Pierre,CB,Florida Atlantic,72,183,4.59,33.5,,123,7.02,,0,3
Michael Pinckney,LB,Miami,71,235,,,,,,,0,0
Jared Pinkney,TE,Vanderbilt,76,257,4.96,,23,,,,0,1
Danny Pinter,OL,Ball State,76,306,4.91,29.5,24,110,7.76,4.62,149,3
Michael Pittman,WR,USC,76,223,4.52,36.5,13,121,6.96,4.14,34,11
Troy Pride,CB,Notre Dame,71,193,4.4,35.5,13,119,6.94,4.26,113,-1
James Proche,WR,SMU,71,201,,34.5,20,,7.27,4.4,201,3
Shaquille Quarterman,LB,Miami,72,234,4.74,31,23,120,,,140,3
Patrick Queen,LB,LSU,72,229,4.5,35,18,125,,,28,3
Jalen Reagor,WR,TCU,71,206,4.47,42,17,138,7.31,4.46,21,3
Joe Reed,WR,Virginia,72,224,4.47,38,21,123,,,151,6
J.R. Reed,S,Georgia,73,202,4.54,34,15,130,,,0,-1
John Reid,CB,Penn State,70,187,4.49,36.5,20,129,6.95,3.97,141,3
Chauncey Rivers,DL,Mississippi State,74,262,4.97,30.5,20,106,7.33,4.7,0,1
Malcolm Roach,DL,Texas,74,297,4.84,30,20,114,,,0,3
Amik Robertson,CB,Louisiana Tech,68,187,,,,,,,139,3
Alton Robinson,DL,Syracuse,75,264,4.69,35.5,25,119,7.32,4.32,148,3
James Robinson,RB,Illinois State,69,219,4.64,40,24,125,7.03,4.19,0,0
Kendrick Rogers,WR,Texas A&M,76,208,4.51,35.5,17,124,7.13,4.48,0,1
Cesar Ruiz,OL,Michigan,75,307,5.08,33,28,113,7.91,4.64,24,3
Jon Runyan,OL,Michigan,76,306,5.08,30.5,24,107,7.57,4.69,192,14
Chapelle Russell,LB,Temple,74,236,4.69,35,21,121,7.38,4.41,241,3
Stanford Samuels,CB,Florida State,73,187,4.65,,,,,,0,0
Josiah Scott,CB,Michigan State,69,185,4.42,,17,,,,137,3
Qaadir Sheppard,DL,Mississippi,75,261,4.83,31.5,28,115,,,0,-1
Isaiah Simmons,LB,Clemson,76,238,4.39,39,,132,,,8,3
John Simpson,OL,Clemson,76,321,5.24,30,34,107,8.03,4.87,109,-1
Arryn Siposs,P,Auburn,74,213,5.09,,,,,,0,2
James Smith-Williams,DL,North Carolina State,76,265,4.6,32,28,123,7.35,4.52,229,3
L'Jarius Sneed,S,Louisiana Tech,72,192,4.37,41,12,131,,,138,3
Nate Stanley,QB,Iowa,76,235,4.81,28.5,,108,7.26,4.48,244,1
Terence Steele,OL,Texas Tech,78,312,5.03,27.5,27,106,,5.08,0,3
Logan Stenberg,OL,Kentucky,78,317,5.3,26,,104,8,4.83,121,3
Simon Stepaniak,OL,Indiana,76,313,,,37,,,,209,0
Darrell Stewart,WR,Michigan State,72,212,,35,15,117,,,0,-1
Geno Stone,S,Iowa,70,207,4.62,33.5,12,116,,,219,3
Justin Strnad,LB,Wake Forest,75,238,4.74,29,,113,,4.49,178,3
Jason Strowbridge,DL,North Carolina,76,275,4.89,31,26,113,7.45,4.37,154,0
Stephen Sullivan,TE,LSU,77,248,4.66,36.5,,123,7.51,4.62,251,1
Freddie Swain,WR,Florida,72,197,4.46,36.5,16,124,7.05,4.26,214,3
D'Andre Swift,RB,Georgia,68,212,4.48,35.5,,121,,,35,3
Tua Tagovailoa,QB,Alabama,72,217,,,,,,,5,3
Charlie Taumoepeau,TE,Portland State,74,240,4.75,36.5,18,121,7,4.27,0,1
Alex Taylor,OL,South Carolina State,80,308,5.09,25,21,116,7.77,4.79,0,2
Darrell Taylor,LB,Tennessee,76,267,,,,,,,48,2
Davion Taylor,LB,Colorado,72,228,4.49,35,21,127,6.96,4.26,103,3
J.J. Taylor,RB,Arizona,65,185,4.61,34.5,19,118,7,4.15,0,-1
Jonathan Taylor,RB,Wisconsin,70,226,4.39,36,17,123,7.01,4.24,41,3
Patrick Taylor,RB,Memphis,73,217,4.57,34,15,123,,4.34,0,2
A.J. Terrell,CB,Clemson,73,195,4.42,34.5,15,129,,,16,-1
Andrew Thomas,OL,Georgia,77,315,5.22,30.5,21,109,7.58,4.66,4,3
Daniel Thomas,S,Auburn,70,215,4.51,37,24,125,,,157,4
Jeff Thomas,WR,Miami,69,170,4.45,36.5,,125,,,0,-1
Stantley Thomas-Oliver,CB,Florida International,72,192,4.48,34,,127,,,221,3
Calvin Throckmorton,OL,Oregon,77,317,5.57,27,23,97,8.07,4.98,0,2
Casey Toohill,LB,Stanford,76,250,4.62,39,17,126,7.08,4.21,233,3
Tommy Townsend,P,Florida,73,191,4.75,,,,,,0,3
Adam Trautman,TE,Dayton,77,255,4.8,34.5,18,114,6.78,4.27,105,3
Michael Turk,P,Arizona State,72,226,4.79,34.5,25,108,,4.72,0,-1
Derrek Tuszka,DL,North Dakota State,76,251,4.79,33.5,24,120,6.87,4.34,254,3
Josh Uche,LB,Michigan,73,245,,,18,,,,60,3
Ke'Shawn Vaughn,RB,Vanderbilt,70,214,4.51,32,,117,,,76,3
Ben Victor,WR,Ohio State,76,198,4.6,35,9,128,7.1,,0,1
Kindle Vildor,CB,Georgia Southern,70,191,4.44,39.5,22,133,7.14,4.28,163,3
Mykal Walker,LB,Fresno State,75,230,4.65,33,20,122,7.09,4.25,119,3
K'Von Wallace,S,Clemson,71,206,4.53,38,18,133,6.76,4.15,127,3
Prince Tega Wanogho,OL,Auburn,77,308,,,,,,,210,2
Mike Warren,RB,Cincinnati,69,226,,,16,,,,0,0
Broderick Washington,DL,Texas Tech,74,305,,,23,,,,170,3
Quez Watkins,WR,Southern Miss,72,185,4.35,36.5,,125,7.28,4.36,200,3
Curtis Weaver,LB,Boise State,74,265,,32.5,,116,7,4.27,164,2
Evan Weaver,LB,California,74,237,4.76,32,15,117,7.02,4.21,202,0
Cody White,WR,Michigan State,75,217,4.66,35.5,,120,7.19,4.52,0,3
Mitchell Wilcox,TE,South Florida,75,247,4.88,31,,112,7.37,4.43,0,2
Kenny Willekes,DL,Michigan State,75,264,4.87,32.5,32,119,7.39,,225,3
Darryl Williams,OL,Mississippi State,74,304,5.23,25.5,23,102,7.88,4.76,0,10
Raequan Williams,DL,Michigan State,76,308,5.04,25.5,17,101,7.72,4.78,0,2
Jedrick Wills,OL,Alabama,76,312,5.05,34.5,,113,,4.84,10,3
Isaiah Wilson,OL,Georgia,78,350,5.32,29,26,110,8.26,5.07,29,2
Logan Wilson,LB,Wyoming,74,241,4.63,32,21,121,7.07,4.27,65,3
Rob Windsor,DL,Penn State,76,290,4.9,28.5,21,111,7.47,4.44,193,1
Tristan Wirfs,OL,Iowa,77,320,4.85,36.5,24,121,7.65,4.68,13,3
Steven Wirtel,LS,Iowa State,76,235,4.76,26,,120,7.12,4.28,0,1
Charlie Woerner,TE,Georgia,77,244,4.78,34.5,21,120,7.18,4.46,190,3
D.J. Wonnum,DL,South Carolina,77,258,4.73,34.5,20,123,7.25,4.44,117,-1
Dom Wood-Anderson,TE,Tennessee,76,261,4.92,35,,119,,,0,-1
David Woodward,LB,Utah State,74,230,4.79,33.5,16,114,7.34,4.37,0,-1
Chase Young,DL,Ohio State,77,264,,,,,,,2,3
Jabari Zuniga,DL,Florida,75,264,4.64,33,29,127,,,79,2
Jonathan Adams,WR,Arkansas St.,74,210,4.59,39,,132,7.04,4.38,0,-1
Paulson Adebo,CB,Stanford,73,198,4.45,36.5,18,121,6.69,4.13,76,2
Giles Amos,TE,Arkansas St.,75,250,5.14,28.5,,111,7.65,5.13,0,-1
Zayne Anderson,LB,BYU,,,4.46,34,11,120,6.78,4.22,0,1
Otis Anderson,RB,Central Florida,67,179,4.63,36,11,113,7.04,4.38,0,0
Jack Anderson,OL,Texas Tech,76,314,5.28,29.5,27,105,7.9,4.83,236,-1
Dan Archibong,DT,Temple,77,295,5.35,28.5,28,100,8.16,4.68,0,-1
Calvin Ashley,OL,Florida A&M,78,314,5.49,29,15,105,7,5.1,0,-1
Jaytlin Askew,DB,Georgia Tech,68,180,4.51,35.5,18,125,7.1,4.31,0,-1
Tutu Atwell,WR,Louisville,68,155,4.42,33,,117,6.89,4.14,57,2
Kayode Awosika,OL,Buffalo,75,307,5.19,30,28,100,8.15,4.91,0,-1
Kawaan Baker,WR,South Alabama,72,210,4.44,39.5,21,129,7.42,4.41,0,1
Josh Ball,OL,Marshall,79,308,5.2,27.5,28,106,7.77,4.7,138,2
Aaron Banks,OL,Notre Dame,77,325,5.32,31,24,100,7.69,4.89,48,2
Cole Banwart,OL,Iowa,73,298,5.12,27.5,22,103,7.5,4.7,0,0
Christian Barmore,DL,Alabama,76,310,4.93,,,,,,38,2
Derrick Barnes,DE,Purdue,72,238,4.57,37,29,119,,4.27,113,0
Carlos Basham,DL,Wake Forest,75,274,4.64,34,20,122,7.13,4.25,61,-1
Rashod Bateman,WR,Minnesota,72,190,4.39,36,,123,,,27,2
John Bates,TE,Boise St.,77,250,4.84,31.5,19,120,6.85,4.35,0,2
Adam Bay,LS,Wisconsin,71,240,5.27,26,14,100,7.65,4.56,0,-1
Tavante Beckett,LB,Marshall,70,220,4.78,31,18,106,7.34,4.58,0,0
Chase Behrndt,OL,West Virginia,75,324,5.55,24.5,25,101,8.21,4.93,0,-1
Shaun Beyer,TE,Iowa,76,250,4.78,31.5,,119,,4.2,0,1
Tarik Black,WR,Texas,74,213,4.54,40,15,132,6.91,4.26,0,1
Josh Blancato,WR,Georgia Tech,69,182,4.55,32,17,124,6.9,4.31,0,-1
Joshuah Bledsoe,S,Missouri,,,,,,,,,188,1
Quinton Bohanna,DL,Kentucky,76,327,5.46,29,,99,8.21,5.15,0,2
Nick Bolton,LB,Missouri,71,237,4.6,32,24,,7.4,4.5,58,2
Ian Book,QB,Notre Dame,72,211,4.65,32.5,,115,6.99,4.19,133,2
Dicaprio Bootle,CB,Nebraska,69,180,4.38,36.5,16,126,6.77,4.03,0,1
Tuf Borland,LB,Ohio St.,72,229,4.98,32.5,15,109,7.17,4.29,0,0
Larry Borom,OL,Missouri,77,322,5.12,31,,,,,151,2
Rakeem Boyd,RB,Arkansas,71,213,4.7,32.5,6,98,7.22,4.38,0,-1
Michael Boykin,DL,Louisville,77,291,4.88,32,24,110,7.69,4.58,0,-1
William Bradley-King,OLB,Baylor,75,252,4.74,34.5,,119,7.14,4.26,240,1
Brady Breeze,S,Oregon,71,197,4.55,38,20,120,7.05,4.22,215,2
Gary Brightwell,RB,Arizona,70,218,4.62,34.5,17,118,7.51,4.48,196,2
K.J. Britt,LB,Auburn,72,235,4.76,32.5,24,118,7.38,4.4,176,-1
Josiah Bronson,DL,Washington,74,304,5.08,30,27,101,7.63,4.72,0,2
Chris Brown,DB,Texas,70,191,4.55,36,15,118,6.85,4.18,0,7
Earnest Brown,DE,Northwestern,76,270,5.01,31,25,115,7.19,4.5,0,-1
Kimere Brown,CB,Temple,71,175,4.57,32.5,,124,7.37,4.32,0,-1
Deonte Brown,OL,Alabama,75,344,,27,,,,,193,2
Dyami Brown,WR,North Carolina,72,189,4.46,35,18,128,6.87,4.35,82,2
Shakur Brown,CB,Michigan St.,69,185,4.61,35.5,17,116,7.08,4.23,0,0
Tre Brown,CB,Oklahoma,69,185,4.42,38,13,123,7.11,4.27,137,2
Amon-Ra St. Brown,WR,USC,71,197,4.51,38.5,20,127,6.88,4.17,112,2
Baron Browning,LB,Ohio St.,74,245,4.58,40,23,130,6.78,4.23,105,2
John Brunner,OL,North Texas,74,194,,32.5,11,121,6.77,4.3,0,-1
Calvin Bundage,LB,Oklahoma St.,73,221,4.81,31.5,14,116,7.31,4.43,0,-1
Lorenzo Burns,CB,Arizona,70,183,4.56,33.5,14,123,7.55,4.51,0,-1
Eric Burrell,S,Wisconsin,71,197,4.73,35.5,8,124,7.21,4.26,0,-1
Wesley Burris,LS,Kansas St.,69,203,5.3,30,12,102,7.51,4.74,0,-1
Jake Burton,OL,Baylor,77,303,5.49,26,22,100,8.22,4.97,0,-1
Camryn Bynum,CB,California,72,196,4.58,34,,129,6.99,4.1,125,2
Jalen Camp,WR,Georgia Tech,73,226,4.48,39.5,29,125,7,4.14,0,1
Donavaughn Campbell,OL,Louisiana Tech,76,336,5.62,22,,93,8.34,5.15,0,-1
Kyree Campbell,DL,Florida,74,287,5.46,25,,98,7.96,5.02,0,-1
Tyson Campbell,DB,Georgia,73,193,4.4,34.5,12,124,7.15,4.45,33,2
Joseph Carlson,K,Air Force,72,175,,,,,,,0,-1
Jackson Carman,OT,Clemson,76,317,,,,,,,46,2
Tory Carter,FB,LSU,72,229,4.86,35.5,24,112,7.21,4.38,0,2
Michael Carter,RB,North Carolina,67,201,4.5,34,16,119,6.81,3.98,107,-1
J.C. Chalk,TE,Clemson,74,250,5.18,28.5,15,106,7.83,4.72,0,-1
Ja'Marr Chase,WR,LSU,72,201,4.34,41,,132,6.96,3.99,5,2
Ramaud Chiaokhiao-Bowman,WR,Northwestern,73,204,4.78,34.5,11,119,6.78,4.2,0,-1
Drue Chrisman,P,Ohio St.,74,209,,,,,,,0,1
Brady Christensen,OL,BYU,,,,34,30,124,,,70,2
Andre Cisco,DB,Syracuse,,,,,17,,,,65,2
Mallory Claybourne,CB,Coastal Carolina,69,191,4.57,33,12,116,7.37,4.32,0,-1
Ben Cleveland,OL,Georgia,78,343,5.05,28,30,102,,4.88,94,2
Riley Cole,LB,South Alabama,74,240,4.72,,26,,7.46,4.35,0,-1
Nico Collins,WR,Michigan,76,215,4.43,37.5,14,125,6.78,4.29,89,2
Zaven Collins,LB,Tulsa,76,259,4.67,35,19,122,,4.36,16,2
Nolan Cooney,P,Syracuse,74,195,,,,,,,0,1
Jonathon Cooper,DE,Ohio St.,74,253,4.69,33,28,108,6.99,4.31,239,2
Samuel Cosmi,OL,Texas,77,314,4.87,30,36,117,7.35,4.39,51,2
Seth Cottengim,S,Arkansas St.,71,230,,28.5,,,,,0,-1
Jabril Cox,LB,LSU,75,232,,,,,,,115,2
Damonte Coxie,WR,Memphis,74,198,4.77,30.5,4,122,6.92,4.45,0,-1
Tyler Coyle,LB,Purdue,73,209,4.38,39,24,133,7.14,4,0,1
Jack Crane,K,Wake Forest,73,193,,,,,,,0,-1
Daniel Crawford,TE,Northern Illinois,73,245,4.7,32.5,14,113,7.19,4.45,0,-1
Shaun Crawford,S,Notre Dame,69,182,4.55,35,12,116,6.7,4.13,0,-1
Harry Crider,OL,Indiana,74,307,5.25,27,31,102,7.63,4.68,0,0
Jake Curhan,OL,California,77,316,5.45,24,15,102,8.07,4.84,0,2
David Curry,LB,Georgia Tech,73,227,,,,,,,0,-1
Drew Dalman,C,Stanford,75,299,5.11,33,33,109,7.33,4.52,114,2
DJ Daniel,DB,Georgia,71,195,4.62,31,11,119,7.02,4.12,0,0
Frank Darby,WR,Arizona St.,72,201,4.56,34.5,19,117,7.05,4.25,187,2
Jaelon Darden,WR,North Texas,67,174,4.47,35.5,,122,6.66,3.98,129,2
Corey Dauphine,RB,Tulane,71,198,4.71,30,14,117,7.4,4.53,0,-1
Zach Davidson,TE,Central Missouri St.,78,245,4.58,37.5,17,117,6.95,4.19,0,1
Brady Davis,QB,Memphis,,,4.65,31,,114,7.06,4.2,0,-1
Jamin Davis,LB,Kentucky,75,234,4.47,42,,132,,,19,2
Shawn Davis,DB,Florida,70,202,,39.5,17,128,,,165,0
Wyatt Davis,OL,Ohio St.,75,315,,,25,,,,86,2
Divine Deablo,DB,Virginia Tech,75,226,4.42,34,19,126,7.12,4.4,80,2
Bryson Denley,RB,Bowling Green,67,189,4.56,27.5,13,110,7.25,4.57,0,-1
Jon Dietzen,OL,Wisconsin,76,312,5.32,27,19,106,7.64,4.85,0,0
Victor Dimukeje,DE,Duke,73,262,4.87,34.5,28,115,7.25,4.35,210,-1
Brett DioGuardi,LS,Florida,75,234,5.48,24.5,,98,7.88,4.95,0,-1
Gerrid Doaks,RB,Cincinnati,71,228,4.58,39.5,19,120,7.2,4.27,0,1
Max Duffy,P,Kentucky,72,196,,,,,,,0,-1
DeVontres Dukes,WR,South Florida,75,216,4.81,33,16,122,7.07,4.41,0,-1
Keith Duncan,K,Iowa,,176,,,,,,,0,-1
Isaiah Dunn,DB,Oregon St.,71,189,4.39,35.5,13,127,6.93,4.21,0,2
Wes Dvorak,DB,Iowa,71,198,4.52,41.5,,132,6.94,4.33,0,-1
Brennan Eagles,WR,Texas,75,225,4.55,36.5,,125,6.93,4.42,0,-1
Adrian Ealy,OL,Oklahoma,78,321,5.42,24.5,18,104,8.82,4.87,0,0
Brandin Echols,DB,Kentucky,70,179,4.34,42.5,13,136,6.84,4.12,0,2
Sam Ehlinger,QB,Texas,73,220,4.84,36.5,,114,7.15,4.44,218,2
Liam Eichenberg,OL,Notre Dame,78,306,,26.5,33,105,7.53,4.58,42,2
Milo Eifler,LB,Illinois,74,228,4.58,37.5,14,126,7.15,4.35,0,1
D'Wayne Eskridge,WR,West. Michigan,68,190,4.38,35,,124,6.93,4.22,56,2
Dorian Etheridge,LB,Louisville,73,233,4.87,35,,121,7.25,4.47,0,2
Travis Etienne,RB,Clemson,70,215,4.45,33.5,18,128,,,25,2
Chris Evans,RB,Michigan,71,211,4.5,40.5,20,127,6.83,4.12,202,2
Dillon Faamatau,DL,Oklahoma,75,280,5.35,24.5,22,100,8.58,5.15,0,-1
Austin Faoliu,DT,Oregon,75,287,,,,,,,0,0
Matt Farniok,OL,Nebraska,77,311,5.2,33,28,105,7.14,4.8,0,2
Luke Farrell,TE,Ohio St.,77,251,4.79,36.5,22,118,7.14,4.36,145,2
Simi Fehoko,WR,Stanford,75,222,4.44,34.5,16,120,6.78,4.26,179,2
Demetric Felton,RB,UCLA,68,189,4.55,,,,,,211,2
Parker Ferguson,OT,Air Force,75,306,5.19,31,24,105,7.75,4.9,0,1
Justin Fields,QB,Ohio St.,74,227,4.45,,,,,,11,2
Tony Fields,LB,West Virginia,72,222,4.64,34,17,114,7.15,4.48,153,-1
Paddy Fisher,LB,Northwestern,75,240,4.91,31.5,20,110,7,4.47,0,0
Dez Fitzpatrick,WR,Louisville,73,208,4.43,35,,,7.09,4.26,109,2
Thomas Fletcher,LS,Alabama,,,,,,,,,0,0
Paris Ford,DB,Pittsburgh,72,197,4.85,28.5,,110,7.44,4.45,0,-1
Darrick Forrest,S,Cincinnati,71,206,4.42,39,21,132,6.91,4.23,163,2
Miller Forristall,TE,Alabama,,,,,,,,,0,1
Stone Forsythe,OL,Florida,80,307,5.14,27.5,25,103,7.47,4.65,208,2
Feleipe Franks,QB,Arkansas,78,234,4.61,32.5,,117,7.16,4.22,0,2
Pat Freiermuth,TE,Penn St.,77,251,,,26,,,,55,2
Will Fries,OL,Penn St.,78,309,5.37,31,24,115,7.77,4.53,248,2
Jake Funk,RB,Maryland,70,204,4.49,38,22,122,6.71,4.12,233,2
Kenneth Gainwell,RB,Memphis,,201,4.42,,21,,,,150,2
Bailey Gaither,WR,San Jose St.,72,188,4.45,31,9,121,7.07,4.39,0,1
Blake Gallagher,LB,Northwestern,71,228,4.83,31.5,27,107,7.23,4.4,0,0
Mark Gilbert,CB,Duke,72,186,4.47,36,13,130,7.05,4.37,0,2
Tyree Gillespie,S,Missouri,,,4.38,,15,,7.06,,143,2
Chauncey Golston,DL,Iowa,76,269,4.79,36,,119,7.52,4.65,84,2
Tay Gowan,DB,Central Florida,72,186,4.44,35.5,13,118,6.88,4.25,223,2
Ta'Quon Graham,DL,Texas,75,292,4.89,32.5,32,113,7.31,4.68,148,2
Richie Grant,DB,Central Florida,71,197,4.49,34.5,12,129,6.78,4.27,40,2
Noah Gray,TE,Duke,75,240,4.55,35,15,115,6.83,4.37,162,2
Kendrick Green,OL,Illinois,73,305,4.89,35.5,25,119,7.79,4.67,87,2
Trevon Grimes,WR,Florida,76,220,4.49,35,15,118,6.98,4.28,0,-1
Garrett Groshek,RB,Wisconsin,71,217,4.64,33.5,17,115,7.08,4.32,0,0
Robert Hainsey,OL,Notre Dame,76,306,5.2,27.5,32,104,7.58,4.63,95,2
Darren Hall,CB,San Diego St.,71,188,4.47,38.5,16,132,7.07,4.28,108,2
Damar Hamlin,DB,Pittsburgh,72,200,4.6,35,18,118,6.93,4.4,212,2
Mike Hampton,DB,South Florida,71,186,,,22,,,,0,-1
Noah Hannon,OL,Appalachian St.,72,238,5.15,29.5,15,108,7.37,4.68,0,-1
Adrian Hardy,WR,Louisiana Tech,73,205,4.61,37.5,12,124,6.96,4.5,0,3
Bryce Hargrove,OL,Pittsburgh,75,310,5.46,27,26,97,8.06,5.03,0,-1
Darius Harper,OL,Cincinnati,78,300,5.05,30.5,16,105,7.7,4.54,0,-1
Scooter Harrington,TE,Stanford,76,250,5.19,29,,105,7.2,4.53,0,-1
Jacob Harris,WR,Central Florida,77,219,4.39,40.5,15,133,6.54,4.31,0,2
Jaylen Harris,WR,Ohio St.,68,170,4.77,30.5,8,109,7.37,4.5,0,-1
Pressley Harvin,P,Georgia Tech,71,263,,,14,,,,0,-1
Blake Haubeil,K,Ohio St.,75,233,,,,,,,0,0
Jake Hausmann,TE,Ohio St.,76,242,4.98,29.5,16,112,7.65,4.44,0,0
Javian Hawkins,RB,Louisville,68,183,4.46,36,,116,6.98,4.23,0,0
Daelin Hayes,DL,Notre Dame,75,253,4.71,32.5,26,119,7.17,4.29,171,2
Damon Hazelton,WR,Missouri,,,4.6,37.5,,,,,0,0
Jack Heflin,DL,Iowa,,304,5.3,29,,104,7.61,,0,2
Brett Heggie,OL,Florida,76,310,5.5,26,21,105,7.66,4.69,0,0
Justin Henderson,RB,Louisiana Tech,67,220,4.65,32,26,118,7.22,4.59,0,-1
Khalil Herbert,RB,Virginia Tech,68,210,4.46,33,22,115,6.96,4.31,217,2
Grant Hermanns,OL,Purdue,79,300,,27,29,107,7.76,4.81,0,1
Malik Herring,DL,Georgia,75,283,,,,,,,0,1
Kylin Hill,RB,Mississippi St.,70,214,4.51,36,22,122,7.13,4.35,256,2
Trey Hill,OL,Georgia,75,319,5.5,,,,,,190,2
Justin Hilliard,LB,Ohio St.,72,229,4.81,34.5,27,114,7.2,4.34,0,2
Nate Hobbs,DB,Illinois,71,196,4.48,40.5,17,135,6.85,4.17,0,2
Darius Hodge,DL,Marshall,72,248,4.73,38.5,26,127,7.16,4.67,0,0
Jevon Holland,S,Oregon,72,207,4.48,35.5,19,126,,4.14,36,2
Jaycee Horn,DB,South Carolina,72,205,4.39,41.5,19,133,,,8,2
Phil Hoskins,DT,Kentucky,76,313,5.23,30.5,20,103,7.87,4.85,0,2
Chuba Hubbard,RB,Oklahoma St.,72,210,4.48,36,20,120,7.24,4.26,126,2
Wyatt Hubert,DE,Kansas St.,74,258,4.93,32.5,,110,7.03,4.28,235,0
James Hudson,OL,Cincinnati,76,313,5.27,28.5,22,98,8.05,4.79,110,2
Talanoa Hufanga,S,USC,,,4.65,,,,,,180,2
Justin Hughes,LB,Kansas St.,72,227,5.02,28.5,24,104,7.37,4.84,0,-1
Creed Humphrey,OL,Oklahoma,76,302,5.11,33,29,112,7.5,4.49,63,2
Sadarius Hutcherson,OL,South Carolina,,321,4.95,,36,,,,0,0
Josh Imatorbhebhe,WR,Illinois,72,218,4.53,46.5,24,134,7.1,4.38,0,0
Alaric Jackson,OL,Iowa,78,321,5.2,25,,103,7.7,,0,2
Deon Jackson,RB,Duke,71,218,4.41,36,18,123,7.15,4.37,0,2
Drake Jackson,C,Kentucky,73,293,,31,,,,,0,0
Tarron Jackson,DE,Coastal Carolina,74,254,4.68,29,25,118,7.45,4.51,191,2
Warren Jackson,WR,Colorado St.,78,219,4.68,33.5,,123,7.81,4.53,0,0
Jerry Jacobs,DB,Arkansas,70,208,4.53,34.5,20,120,6.95,4.33,0,-1
Brenden Jaimes,OL,Nebraska,77,298,,30.5,25,112,7.5,4.51,159,2
Shemar Jean-Charles,DB,Appalachian St.,70,184,4.47,35,19,124,7.19,4.27,0,2
Jermar Jefferson,RB,Oregon St.,70,206,4.57,31,13,115,7.38,4.38,257,2
Teven Jenkins,OL,Oklahoma St.,77,317,5.01,32.5,36,106,7.72,4.66,39,2
Adam Jewell,OL,Air Force,74,289,5.37,27.5,,107,,,0,-1
Sterling Johnson,DL,Coastal Carolina,75,288,5.22,28,25,103,7.56,4.81,0,-1
Jerome Johnson,DL,Indiana,74,296,5.12,27.5,21,113,7.7,4.66,0,1
Jamar Johnson,DB,Indiana,74,205,4.58,35,17,122,7.22,4.41,164,0
Josh Johnson,RB,La-Monroe,68,209,4.61,35.5,22,115,7.16,4.4,0,8
Johnathon Johnson,WR,Missouri,,,,,,,,,0,0
Mustafa Johnson,DE,Colorado,72,280,,29,27,103,7.18,4.51,0,-1
Patrick Johnson,DE,Tulane,78,240,4.59,35,16,119,6.97,4.41,234,2
Zeandae Johnson,DE,California,75,270,4.89,27.5,22,108,,,0,-1
Jamal Jones,RB,Arkansas St.,66,198,4.67,28,23,112,7.39,4.65,0,1
Ernest Jones,LB,South Carolina,73,230,4.65,38.5,,,,,103,5
Mac Jones,QB,Alabama,74,217,4.72,32,,116,7.04,4.39,15,2
Naquan Jones,DT,Michigan St.,75,313,5.42,25,20,100,,4.9,0,2
Patrick Jones,DL,Pittsburgh,76,261,4.85,31.5,22,107,,,90,-1
Robert Jones,OL,Middle Tenn. St.,76,319,5.36,,,,,,0,10
Brevin Jordan,TE,Miami (FL),74,247,4.64,31,17,116,,,147,2
Kelvin Joseph,DB,Kentucky,71,197,4.34,35,,128,7.21,4.22,44,2
Terrace Marshall Jr.,WR,LSU,74,205,4.4,39,19,125,,,0,2
Asante Samuel Jr.,DB,Florida St.,70,180,4.45,35,12,124,6.95,4.13,0,2
Thomas Graham Jr.,CB,Oregon,70,192,4.49,34.5,13,121,7.08,4.21,0,1
Kary Vincent Jr.,CB,LSU,69,185,4.36,35.5,8,117,,,237,2
Hunter Kampmoyer,TE,Oregon,76,243,4.83,31,21,113,7.28,4.54,0,1
Xavier Kelly,DL,Arkansas,76,306,5.17,27,27,99,,,0,0
Alex Kessman,K,Pittsburgh,74,189,,,,,,,0,0
Devon Key,DB,Western Kentucky,71,208,4.56,38,20,123,7.13,4.15,0,1
Cameron Kinley,CB,Navy,72,197,4.52,33,10,116,7.06,4.25,0,-1
Logan Klusman,LS,Kansas,72,235,5.16,31.5,,110,7.65,4.65,0,-1
Brenden Knox,RB,Marshall,70,215,4.67,35,23,112,7.19,4.39,0,-1
Ben Knutson,OL,Tulane,79,301,5.27,24,12,99,8.01,4.85,0,-1
Malcolm Koonce,DE,Buffalo,74,249,,,,,,,79,2
Tommy Kraemer,OL,Notre Dame,77,309,,,,,,,0,2
Adam Krumholz,WR,Wisconsin,72,193,4.6,35.5,11,118,7.03,4.28,0,-1
Bruno Labelle,TE,Cincinnati,76,247,4.73,36,19,123,7.36,4.43,0,0
Trey Lance,QB,North Dakota St.,75,224,,,,,,,3,2
Cole Van Lanen,OL,Wisconsin,76,305,5.11,30,22,107,7.34,4.64,214,1
